Name,ID,SMILES,inchi,LogS
Oxcarbazepine,CAS28721-07-5,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CTRLABGOLIVAIY-UHFFFAOYSA-N,-3.47
Diethatyl-ethyl,,CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,WFKSADNZWSKCRZ-UHFFFAOYSA-N,-3.4727
aluminium(3+) ion sodium bis(oxosilanebis(olate)),,[Na+].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O,URGAHOPLAPQHLN-UHFFFAOYSA-N,-3.473139052
dibutyl phenyl phosphate,,CCCCO[P](=O)(OCCCC)Oc1ccccc1,YICSVBJRVMLQNS-UHFFFAOYSA-N,-3.4746
"2h-1,3-oxazin-2-one, tetrahydro-3-[(5-nitrofurfu",,[O-][N+](=O)c1oc(cc1)\C=N\N2CCCOC2=O,NOZLWTTVYNQLNJ-UXBLZVDNSA-N,-3.4757
"benzoic acid, 2-benzoyl-, methyl ester",,COC(=O)c1ccccc1C(=O)c2ccccc2,NQSMEZJWJJVYOI-UHFFFAOYSA-N,-3.4776
3-(trimethoxysilyl)propyl 2-methylprop-2-enoate,,CO[Si](CCCOC(=O)C(C)=C)(OC)OC,XDLMVUHYZWKMMD-UHFFFAOYSA-N,-3.477980722
acifluorfen,,OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,NUFNQYOELLVIPL-UHFFFAOYSA-N,-3.4791
"2,4-bis((3-methoxypropyl)amino)-6-(methylthio)-s",,COCCCNc1nc(NCCCOC)nc(SC)n1,FBMDQVBGIYSDTI-UHFFFAOYSA-N,-3.4792
"4(1h)-pyrimidinone, 5-bromo-2-phenyl-",,BrC1=CNC(=NC1=O)c2ccccc2,MWZGHIGOSHTXGY-UHFFFAOYSA-N,-3.4792
Mefenamic Acid,CAS61-68-7,Cc1cccc(Nc2ccccc2C(=O)O)c1C,HYYBABOKPJLUIN-UHFFFAOYSA-N,-3.48
Fludrocortisone Acetate,CAS514-36-3,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,SYWHXTATXSMDSB-GSLJADNHSA-N,-3.48
dextromethorphan,,COC1=CC2=C(CC3C4CCCCC24CCN3C)C=C1,MKXZASYAUGDDCJ-UHFFFAOYSA-N,-3.48
adrenosterone,,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2=O,RZRPTBIGEANTGU-UHFFFAOYSA-N,-3.48
aziprotryne,,CSC1=NC(=NC(=N1)N=[N]#N)NC(C)C,AFIIBUOYKYSPKB-UHFFFAOYSA-N,-3.48
prednisone,,CC12CC(=O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,XOFYZVNMUHMLCC-UHFFFAOYSA-N,-3.48
mitomycin c n-propoxycarbonyl derivative,,CCCOC(=O)N1C2CN3C4=C(C(COC(N)=O)C3(OC)C12)C(=O)C(=C(C)C4=O)N,USOBOOWDKRUMNG-UHFFFAOYSA-N,-3.48
"6,7-Dimethoxy-1-oxo-1,3-dihydro-2-benzofuran-4-carbonitrile",,COC1=C(OC)C2=C(COC2=O)C(C#N)=C1,PDOMWZKAOUMKFZ-UHFFFAOYSA-N,-3.48
"N-(3-bromophenyl)-1-methylpyrazolo[4,5-g]quinazolin-5-amine",,CN1N=CC2=C1C=C1N=CN=C(NC3=CC(Br)=CC=C3)C1=C2,BBWYQCNFQUTQED-UHFFFAOYSA-N,-3.48
butyl benzoate,,CCCCOC(=O)c1ccccc1,XSIFPSYPOVKYCO-UHFFFAOYSA-N,-3.4801
Estradiol,CAS50-28-2,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,VOXZDWNPVJITMN-ZBRFXRBCSA-N,-3.48
,CHEMBL2164571,CCN(CCO)C(=O)c1cc2cccnn2c1c3cccc(C)c3,UZTROBSZBAPWOG-UHFFFAOYSA-N,-3.481181611
p-phenylphenol,,Oc1ccc(cc1)c2ccccc2,YXVFYQXJAXKLAK-UHFFFAOYSA-N,-3.4812
chlortoluron,,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,JXCGFZXSOMJFOA-UHFFFAOYSA-N,-3.4826
"1-naphthalenebutanoic acid, .gamma.-oxo-",,OC(=O)CCC(=O)c1cccc2ccccc12,YNEXYDHOGAIPHO-UHFFFAOYSA-N,-3.4833
andrenosterone,,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,RZRPTBIGEANTGU-IRIMSJTPSA-N,-3.4843
Melphalan,CAS148-82-3,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,-3.48
"2,3-dichloronitrobenzene",,[O-][N+](=O)c1cccc(Cl)c1Cl,CMVQZRLQEOAYSW-UHFFFAOYSA-N,-3.4881
"benzenemethanol, 4-chloro-.alpha.-phenyl-",,OC(c1ccccc1)c2ccc(Cl)cc2,AJYOOHCNOXWTKJ-UHFFFAOYSA-N,-3.4886
"2,4,4,7-tetramethyloct-6-en-3-one",,CC(C)C(=O)C(C)(C)CC=C(C)C,CTLDWNVYXLHMAS-UHFFFAOYSA-N,-3.489215864
Erythromycin Stearate,CAS643-22-1,CCCCCCCCCCCCCCCCCC(=O)O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,YAVZHCFFUATPRK-YZPBMOCRSA-N,-3.49
methylprednisolone,,CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2C4(C)C=CC(=O)C=C14,VHRSUDSXCMQTMA-UHFFFAOYSA-N,-3.49
melphalan,,NC(CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,SGDBTWWWUNNDEQ-UHFFFAOYSA-N,-3.49
"5,6-dihydro-2-sulfamoylthieno[3,2-b]thiopyran-7-one",,N[S](=O)(=O)C1=CC2=C(S1)C(=O)CCS2,AIVXUNRQBRKFJO-UHFFFAOYSA-N,-3.49
"dipentyl benzene-1,2-dicarboxylate",,CCCCCOC(=O)C1=C(C(=O)OCCCCC)C=CC=C1,IPKKHRVROFYTEK-UHFFFAOYSA-N,-3.49
"1-[(4-chlorophenyl)methyl]-5-fluoropyrimidine-2,4-dione",,O=C1NC(=O)N(CC2=CC=C(Cl)C=C2)C=C1F,FWLNZTGNVCRKCU-UHFFFAOYSA-N,-3.49
"benzoic acid, 4-hydroxy-3-iodo-, ethyl ester",,CCOC(=O)c1ccc(O)c(I)c1,HOAXKZYYZXASLJ-UHFFFAOYSA-N,-3.4924
propiconazole,,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,STJLVHWMYQXCPB-UHFFFAOYSA-N,-3.4929
,CHEMBL2414324,CN(C)CCOc1cncc(c1)c2cccc(c2)c3cn4cccc(C(=O)N)c4n3,CSKAXLGKCFRTDB-UHFFFAOYSA-N,-3.494552618
"3,4-dichlorobenzoic acid",,OC(=O)c1ccc(Cl)c(Cl)c1,VPHHJAOJUJHJKD-UHFFFAOYSA-N,-3.495
"2-(prop-1-en-1-yl)-2,3,3-tripropylbutanedioic acid",,CCCC(CCC)(C(O)=O)C(CCC)(\C=C\C)C(O)=O,CDQYPMBESFIYFO-WEVVVXLNSA-N,-3.495359601
"1,7,7-trimethylbicyclo[2.2.1]hept-2-yl acetate",,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,KGEKLUUHTZCSIP-HOSYDEDBSA-N,-3.496323842
Rofecoxib,CAS162011-90-7,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,RZJQGNCSTQAWON-UHFFFAOYSA-N,-3.5
"1,3-dimethyl-1,3-diphenylurea",,CN(C(=O)N(C)c1ccccc1)c2ccccc2,ADCBKYIHQQCFHE-UHFFFAOYSA-N,-3.497557581
,CHEMBL2180026,COc1ccc(cc1)C2(N=C(C)C(=N2)N)c3cccc(c3)c4cccnc4,PHOHQSLNKFJNQU-UHFFFAOYSA-N,-3.49862834
Clonazepam,CAS1622-61-3,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,DGBIGWXXNGSACT-UHFFFAOYSA-N,-3.5
m-cymene,,CC(C)c1cccc(C)c1,XCYJPXQACVEIOS-UHFFFAOYSA-N,-3.4994
1-(4-{2-[4-(2-hydroxypropoxy)phenyl]propan-2-yl}phenoxy)propan-2-ol,,CC(O)COc1ccc(cc1)C(C)(C)c2ccc(OCC(C)O)cc2,MIUUNYUUEFHIHM-UHFFFAOYSA-N,-3.499700952
o-dibromobenzene,,Brc1ccccc1Br,WQONPSCCEXUXTQ-UHFFFAOYSA-N,-3.5
"rufinamide;  1-(2,6-difluorobenzyl)-1h-1,2,3-triazole-4-carboxamide",,NC(=O)C1=C[N](CC2=C(F)C=CC=C2F)N=N1,POGQSBRIGCQNEG-UHFFFAOYSA-N,-3.5
"3-(1-aziridinyl)-4,6-dinitro-(n-isopropyl)benzamide",,CC(C)NC(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,UNDIGYDOFLWDTF-UHFFFAOYSA-N,-3.5
naproxen-derivat 3 i,,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OC(C)OC(=O)C(N)CC3=CC=CC=C3,AJWHQEKVIAEOBU-UHFFFAOYSA-N,-3.5
"1,1-dimethyl-3-(4-propan-2-ylphenyl)urea",,CC(C)C1=CC=C(NC(=O)N(C)C)C=C1,PUIYMUZLKQOUOZ-UHFFFAOYSA-N,-3.5
"1,1-dioxospiro[2,1$l^{6}-benzoxathiole-3,9'-xanthene]-2',7'-diol",,O=S1(=O)OC2(C3=C(C=CC(O)=C3)OC3=C2C=C(O)C=C3)C2=C1C=CC=C2,FTYQOLCTDSZGKU-UHFFFAOYSA-N,-3.5
plumbanone,,O=[Pb],YEXPOXQUZXUXJW-UHFFFAOYSA-N,-3.502355132
propyliodone,,CCCOC(=O)CN1C=C(I)C(=O)C(=C1)I,ROSXARVHJNYYDO-UHFFFAOYSA-N,-3.504
diphenylamine,,N(c1ccccc1)c2ccccc2,DMBHHRLKUKUOEG-UHFFFAOYSA-N,-3.5042
2-chloro-6-(trichloromethyl)pyridine,,Clc1cccc(n1)C(Cl)(Cl)Cl,DCUJJWWUNKIJPH-UHFFFAOYSA-N,-3.506108364
QUETIAPINE,CHEMBL716,OCCOCCN1CCN(CC1)C2=Nc3ccccc3Sc4ccccc24,URKOMYMAXPYINW-UHFFFAOYSA-N,-3.508249427
,CHEMBL2164364,FC(F)(F)Oc1ccc(CNC(=O)C2N(CCc3ncccn3)C(=O)c4ccccc24)cc1,MRGFDPDQMSJIJC-UHFFFAOYSA-N,-3.508372679
diethyl sebacate,,CCOC(=O)CCCCCCCCC(=O)OCC,ONKUXPIBXRRIDU-UHFFFAOYSA-N,-3.5091
"styphnic  acid; 1,3-dihydroxy-2,4,6-trinitrobenzene",,OC1=C(C(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)O)[N+]([O-])=O,IXHMHWIBCIYOAZ-UHFFFAOYSA-N,-3.51
"N,N-dichloro-4-methylbenzenesulfonamide",,CC1=CC=C(S(=O)(=O)N(Cl)Cl)C=C1,ARGDYOIRHYLIMT-UHFFFAOYSA-N,-3.51
propyl 3-bromo-4-hydroxybenzoate,,CCCOC(=O)C1=CC(Br)=C(O)C=C1,HLGLZIHUZLGLGS-UHFFFAOYSA-N,-3.51
butyl 3-chloro-4-hydroxybenzoate,,CCCCOC(=O)C1=CC(Cl)=C(O)C=C1,ZYXCFLLLKGPMBJ-UHFFFAOYSA-N,-3.51
Zopiclone,CAS43200-80-2,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,GBBSUAFBMRNDJC-UHFFFAOYSA-N,-3.51
3-(3-aminobenzenesulfonyl)aniline,,Nc1cccc(c1)[S](=O)(=O)c2cccc(N)c2,LJGHYPLBDBRCRZ-UHFFFAOYSA-N,-3.511895604
"2,4-dichloro-1-(chloromethyl)benzene",,ClCc1ccc(Cl)cc1Cl,IRSVDHPYXFLLDS-UHFFFAOYSA-N,-3.512942193
"oxiran-2-ylmethyl 2,2-dimethyloctanoate",,CCC(C)(CCC(C)C)C(=O)OCC1CO1,DHEHEJGXTUCSQF-UHFFFAOYSA-N,-3.513468741
cycloheptane,,C1CCCCCC1,DMEGYFMYUHOHGS-UHFFFAOYSA-N,-3.5149
"1,2,3-trimethylbenzene; 1H-indene; 2,3-dihydro-1H-indene",,Cc1cccc(C)c1C.C2Cc3ccccc3C2.C4C=Cc5ccccc45,KDEGXTBNBBKAJX-UHFFFAOYSA-N,-3.51623781
2-propylheptan-1-ol,,CCCCCC(CO)CCC,YLQLIQIAXYRMDL-UHFFFAOYSA-N,-3.518198523
cyprazine,,CC(C)Nc1nc(Cl)nc(NC2CC2)n1,OOHIAOSLOGDBCE-UHFFFAOYSA-N,-3.5185
dibutyl dichloro tin,,CCCC[Sn](Cl)(Cl)CCCC,RJGHQTVXGKYATR-UHFFFAOYSA-L,-3.5188
1-(propoxycarbonyl)thiabendazole,,CCCOC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,CFXHTONTAWFEIR-UHFFFAOYSA-N,-3.52
"wl 9385;  6-azido-n-butyl-n-ethyl-[1,3,5]triazine-2,4-diamine",,CCCCN(CC)C1=NC(=NC(=N1)N=[N+]=[N-])N,OGYRXMQCIDHOMI-UHFFFAOYSA-N,-3.52
n-isonicotinoyl-n'-nonanoylhydrazine,,CCCCCCCCC(=O)NNC(=O)C1=CC=NC=C1,XTEHYHADVNQGSI-UHFFFAOYSA-N,-3.52
"1,4-dithiaspiro[4.5]decan-2-ylmethyl carbamate",,NC(=O)OCC1CSC2(CCCCC2)S1,XGIRBWKKCPENLG-UHFFFAOYSA-N,-3.52
"9-methoxyfuro[3,2-g]chromen-7-one",,COC1=C2OC=CC2=CC2=C1OC(=O)C=C2,QXKHYNVANLEOEG-UHFFFAOYSA-N,-3.52
"N-Hydroxy-3-mesityl-2,2-dimethylpropanamide",,CC1=CC(C)=C(CC(C)(C)C(=O)NO)C(C)=C1,WQWMWDWQMVRGRP-UHFFFAOYSA-N,-3.52
"N-(3-iodophenyl)-7-(methoxymethyl)-7,8-dihydro-[1,4]dioxino[3,2-g]quinazolin-4-amine",,COCC1COC2=C(C=C3C(=C2)N=CN=C3NC2=CC(I)=CC=C2)O1,QTSBFJRVBUIZJC-UHFFFAOYSA-N,-3.52
linuron,,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,XKJMBINCVNINCA-UHFFFAOYSA-N,-3.5213
"ethanedione, bis(2-hydroxy-5-nitrophenyl)-",,Oc1ccc(cc1C(=O)C(=O)c2cc(ccc2O)[N+]([O-])=O)[N+]([O-])=O,MLHGVVVOOIXMQL-UHFFFAOYSA-N,-3.5214
,CHEMBL1209363,CCN(CC)C(CNS(=O)(=O)c1ccc(Cl)cc1)c2ccccc2,PCRMKKMKFBAEKN-UHFFFAOYSA-N,-3.521938946
m-chlorotoluene,,Cc1cccc(Cl)c1,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,-3.5228
m-bromotoluene,,Cc1cccc(Br)c1,WJIFKOVZNJTSGO-UHFFFAOYSA-N,-3.523
"8,8-dimethyl-7-propan-2-yl-6,10-dioxaspiro[4.5]decane",,CC(C)C1OC2(CCCC2)OCC1(C)C,NKDJGNROVOPIGT-UHFFFAOYSA-N,-3.524243771
p-bromobenzoic acid,,OC(=O)c1ccc(Br)cc1,TUXYZHVUPGXXQG-UHFFFAOYSA-N,-3.5251
"1,3-diethyl-1,3-diphenylurea",,CCN(C(=O)N(CC)c1ccccc1)c2ccccc2,PZIMIYVOZBTARW-UHFFFAOYSA-N,-3.525627796
"17-hydroxy-17-(3-hydroxyprop-1-yn-1-yl)-10,13-dimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-3H-cyclopenta[a]phenanthren-3-one (non-preferred name)",,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4(O)C#CCO,GBFFSHZRGVVSDW-ASWBSXDLSA-N,-3.526033775
17-hydroxy-1-methylandrost-4-en-3-one,,C[C@H]1CC(=O)C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,KROXBRXHRBCDNO-IFMMWYRXSA-N,-3.526422567
5-methyl-5-phenylhexan-3-one,,Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N,GPLOHVHPULDLOP-YRNVUSSQSA-N,-3.529299295
"1-Octadecanol, phosphate, potassium salt",,[K].CCCCCCCCCCCCCCCCCC.O[P](O)(O)=O,HFQLXRQLKSICDE-UHFFFAOYSA-N,-3.529803064
5-ethyl-5-(2-ethyl-1-cyclohexyliden-1-yl)barbituric  acid,,CCC1=C(CCCC1)C2(CC)C(=O)NC(=O)NC2=O,AVOQDBLSHMVAMW-UHFFFAOYSA-N,-3.53
"entacapone analog (2 c); (e)-2-cyano-n,n-diethyl-3-(3-tert-butylaminocarbonyloxy-4-hydroxy-5-nitrophenyl)propenamide",,CCN(CC)C(=O)\C(=C/C1=CC(=C(O)C(=C1)[N+]([O-])=O)OC(=O)NC(C)(C)C)C#N,BSVGCJGACKDNDR-JYRVWZFOSA-N,-3.53
1-acetylamino-3-isothiocyanatobenzene,,CC(=O)NC1=CC=CC(=C1)N=C=S,HLWVGQKSSIHUAX-UHFFFAOYSA-N,-3.53
"benzamide, n-hydroxy-2-iodo-n-phenyl-",,ON(c1ccccc1)C(=O)c2ccccc2I,STYDGEPZWWDNEI-UHFFFAOYSA-N,-3.5304
pyridaphenthion,,CCO[P](=S)(OCC)OC1=NN(C(=O)C=C1)c2ccccc2,CXJSOEPQXUCJSA-UHFFFAOYSA-N,-3.5319
imiprothrin,,CC(C)=CC1C(C(=O)OCN2C(=O)CN(CC#C)C2=O)C1(C)C,VPRAQYXPZIFIOH-UHFFFAOYSA-N,-3.5321
6-undecanone,,CCCCCC(=O)CCCCC,ZPQAKYPOZRXKFA-UHFFFAOYSA-N,-3.5322
"1,4-dioxacyclohexadecane-5,16-dione",,O=C1CCCCCCCCCCC(=O)OCCO1,GJJSUPSPZIZYPM-UHFFFAOYSA-N,-3.533758505
"1,3-bis(2-methylphenyl)guanidine",,Cc1ccccc1NC(N)=Nc2ccccc2C,OPNUROKCUBTKLF-UHFFFAOYSA-N,-3.533884584
bensulfuron-methyl (ph7),,COC(=O)c1ccccc1C[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,XMQFTWRPUQYINF-UHFFFAOYSA-N,-3.534
Vitamin B2 (Riboflavin),PubChemCID493570,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,AUNGANRZJHBGPY-UHFFFAOYSA-N,-3.53
"1-(5,5-dimethylcyclohex-1-en-1-yl)pent-4-en-1-one",,CC1(C)CCC=C(C1)C(=O)CCC=C,OEVIJAZJVZDBQL-UHFFFAOYSA-N,-3.534247486
"zinc(2+) ion bis(2,2-dimethyloctanoate)",,[Zn++].CC(C)(C)CC(C)(C)CC([O-])=O.CC(C)(C)CC(C)(C)CC([O-])=O,JUODUXKPGONLIM-UHFFFAOYSA-L,-3.534288097
RTI 7,,C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,SYGHQFHDDIIPNX-UHFFFAOYSA-N,-3.535
"2,5-dimethyl-2,4-hexadiene",,CC(C)=CC=C(C)C,DZPCYXCBXGQBRN-UHFFFAOYSA-N,-3.537
usnic acid,,CC(=O)C1C(=O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3C2(C)C1=O,CUCUKLJLRRAKFN-UHFFFAOYSA-N,-3.537
cinosulfuron,,COCCOc1ccccc1[S](=O)(=O)NC(=O)Nc2nc(OC)nc(OC)n2,WMLPCIHUFDKWJU-UHFFFAOYSA-N,-3.5372
Apazone,,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,MPHPHYZQRGLTBO-UHFFFAOYSA-N,-3.538
"(4E)-5,9-dimethyldeca-4,8-dienal",,CC(C)=CCC\C(C)=C/CCC=O,MMLYERLRGHVBEK-WQLSENKSSA-N,-3.538303545
4-tert-butylcyclohexyl prop-2-enoate,,CC(C)(C)C1CCC(CC1)OC(=O)C=C,LAIJAUHBAWLPCO-UHFFFAOYSA-N,-3.539328096
"1,2,3,4-tetrahydronaphthalene; 1,3,5-trimethylbenzene; 1,4-diethylbenzene; 1H-indene; 2,3-dihydro-1H-indene; benzene; naphthalene; propan-2-ylbenzene; toluene",,CCc1ccc(CC)cc1.CC(C)c2ccccc2.Cc3ccccc3.Cc4cc(C)cc(C)c4.C5CCc6ccccc6C5.C7Cc8ccccc8C7.C9C=Cc%10ccccc9%10.c%11ccccc%11.c%12ccc%13ccccc%13c%12,ZVBGUWYOZNSIJF-UHFFFAOYSA-N,-3.539740421
2-chloroiodobenzene,,Clc1ccccc1I,MPEOPBCQHNWNFB-UHFFFAOYSA-N,-3.54
n-(3-hydroxyphenyl)anthranilic  acid;  3'-hydroxyfenamic acid,,OC(=O)C1=CC=CC=C1NC2=CC(=CC=C2)O,YQULREKUYCCSJA-UHFFFAOYSA-N,-3.54
"4,4-Diethyl-5-oxo-1-phenyl-4,5-dihydro-1H-pyrazol-3-yl acetate",,CCC1(CC)C(=O)N(C2=CC=CC=C2)N=C1OC(C)=O,SEPAGOPNRMITGC-UHFFFAOYSA-N,-3.54
"1-[2-(2,4-dichlorophenyl)-2-[(2,5-dichlorophenyl)methoxy]ethyl]imidazole",,ClC1=CC(Cl)=C(C(CN2C=CN=C2)OCC2=C(Cl)C=CC(Cl)=C2)C=C1,UXZDCVPAHZEYLF-UHFFFAOYSA-N,-3.54
isopropyl (1-(4-chloro)phenylsulfonyl) cycloprop,,CC(C)OC(=O)C1(CC1)[S](=O)(=O)c2ccc(Cl)cc2,SAFRSRKBLQVPQW-UHFFFAOYSA-N,-3.5401
chromium(3+) ion hydrogen 3-[(2-ethylhexyl)oxy]propan-1-amine (Z)-2-[2-(5-nitro-2-oxido-3-sulfonatophenyl)hydrazin-1-ylidene]-3-oxo-N-phenylbutcarboximidate hydroxide,,[OH-].[Cr+3].CCCCC(CC)COCCCN.CC(=O)\C(=N/Nc1cc(cc(c1[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c2ccccc2.[H+],OBGJRNHPDJSGBR-UHFFFAOYSA-K,-3.542587387
sodium dodecylbenzenesulfonate,,[Na].CCCCCCCCCCCCO[S](=O)(=O)c1ccccc1,GVGUFUZHNYFZLC-UHFFFAOYSA-N,-3.543437239
m-dibromobenzene,,Brc1cccc(Br)c1,JSRLURSZEMLAFO-UHFFFAOYSA-N,-3.5435
5-methoxy-1-[4-(trifluoromethyl)phenyl]pentan-1-one,,COCCCCC(=O)c1ccc(cc1)C(F)(F)F,VYKSRLDHXQURKA-UHFFFAOYSA-N,-3.544059701
2-chloro-1-methyl-4-nitrobenzene,,Cc1ccc(cc1Cl)[N+]([O-])=O,LLYXJBROWQDVMI-UHFFFAOYSA-N,-3.544278177
"1,2,3-tributyl 2-hydroxypropane-1,2,3-tricarboxylate",,CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,ZFOZVQLOBQUTQQ-UHFFFAOYSA-N,-3.545270972
(E)-(carbamoylimino)urea; (Z)-(carbamoylimino)urea,,NC(=O)N=NC(N)=O,XOZUGNYVDXMRKW-UHFFFAOYSA-N,-3.54624346
4-cyclohexyl-4-methylpentan-2-one,,CC(=O)CC(C)(C)C1CCCCC1,OAFJAALOFJVHMK-UHFFFAOYSA-N,-3.548153643
3-chloroiodobenzene,,Clc1cccc(I)c1,JMLWXCJXOYDXRN-UHFFFAOYSA-N,-3.55
me (1-(4-bromo)phenylsulfonyl) cyclobutane carbo,,COC(=O)C1(CCC1)[S](=O)(=O)c2ccc(Br)cc2,DXGXTGYXCFBYDJ-UHFFFAOYSA-N,-3.55
5-tert-butyl-5-(3-methylbut-2-enyl)barbituric  acid,,CC(C)=CCC1(C(=O)NC(=O)NC1=O)C(C)(C)C,DRLSBGXFFUXZIN-UHFFFAOYSA-N,-3.55
"5,6-dihydro-2-sulfamoylthieno[2,3-b]thiopyran-4-one",,N[S](=O)(=O)C1=CC2=C(SCCC2=O)S1,WKLCYOHFTPREOW-UHFFFAOYSA-N,-3.55
"2,5-bis(butanoyloxymethyl)allopurinol",,CCCC(=O)OC[N]1C=C2C(=O)N(COC(=O)CCC)C=NC2=N1,PYKOSNOHCYDWPP-UHFFFAOYSA-N,-3.55
3-nitrophenyl  isothiocyanate;  3-isothiocyanatonitrobenzene,,[O-][N+](=O)C1=CC=CC(=C1)N=C=S,OEZXLKSZOAWNJU-UHFFFAOYSA-N,-3.55
"4-amino-6,7-diethyl-1h-pteridin-2-one;  4-amino-6,7-diethyl-2-hydroxypteridine",,CCC1=NC2=C(N=C1CC)C(=NC(=O)N2)N,UNOWZWFKTDNJLH-UHFFFAOYSA-N,-3.55
4-sulfapyrimidin-2-one,,NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC(=O)NC=C2,VCOUXVOVQPWIOT-UHFFFAOYSA-N,-3.55
"2,2-dimethylbutane",,CCC(C)(C)C,HNRMPXKDFBEGFZ-UHFFFAOYSA-N,-3.55
"3,4,5,6-tetrachlorobenzene-1,2-diol",,OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1O,RRBMVWQICIXSEO-UHFFFAOYSA-N,-3.55
4-(2-hydroxyphenyl)iminopentan-2-one,,CC(=O)CC(C)=NC1=C(O)C=CC=C1,RQKRHXNIJJNDGM-UHFFFAOYSA-N,-3.55
"2-(2,4,5-trichlorophenoxy)propanoic acid",,CC(OC1=C(Cl)C=C(Cl)C(Cl)=C1)C(=O)O,ZLSWBLPERHFHIS-UHFFFAOYSA-N,-3.55
"(5-acetyloxy-11-carbamoyl-5,6-dihydrobenzo[b][1]benzazepin-6-yl) acetate",,CC(=O)OC1C2=C(C=CC=C2)N(C(N)=O)C2=C(C=CC=C2)C1OC(C)=O,CNDFAKHFJQFHGA-UHFFFAOYSA-N,-3.55
,CHEMBL2164386,Brc1ccccc1CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24,GSNJNJVRZJSKNQ-UHFFFAOYSA-N,-3.551628893
Conivaptan Hydrochloride,CAS168626-94-6,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2.Cl,BTYHAFSDANBVMJ-UHFFFAOYSA-N,-3.55
undecanoic acid,,CCCCCCCCCCC(O)=O,ZDPHROOEEOARMN-UHFFFAOYSA-N,-3.5525
,CHEMBL2164881,CCCN(CCO)C(=O)c1cc2ccccn2c1c3ccccc3,QXDURZPZWNPAIN-UHFFFAOYSA-N,-3.552529509
undec-10-enoic acid,,OC(=O)CCCCCCCCC=C,FRPZMMHWLSIFAZ-UHFFFAOYSA-N,-3.552826145
Cinacalcet,CAS226256-56-0,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,VDHAWDNDOKGFTD-MRXNPFEDSA-N,-3.55
