Name,ID,SMILES,InChI,Fa
TRIMETHOPRIM,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,0.97
GLICLAZIDE,CHEMBL427216,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,BOVGTQGAOIONJV-UHFFFAOYSA-N,0.97
TREOSULFAN,CHEMBL455186,CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(=O)(=O)C,YCPOZVAOBBQLRI-WDSKDSINSA-N,0.97
GALLOPAMIL,CHEMBL51149,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2cc(OC)c(OC)c(OC)c2)cc1OC,XQLWNAFCTODIRK-UHFFFAOYSA-N,0.97
VENLAFAXINE,CHEMBL637,COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,PNVNVHUZROJLTJ-UHFFFAOYSA-N,0.97
MYCOPHENOLATE MOFETIL,CHEMBL1456,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)OCCN3CCOCC3,RTGDFNSFWBGLEC-SYZQJQIISA-N,0.963
PRACTOLOL,CHEMBL6995,CC(C)NCC(O)COc1ccc(NC(=O)C)cc1,DURULFYMVIFBIR-UHFFFAOYSA-N,0.9625
TORSEMIDE,CHEMBL1148,CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc2cccc(C)c2,NGBFQHCMQULJNZ-UHFFFAOYSA-N,0.96
METOPROLOL,CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1,IUBSYMUCCVWXPE-UHFFFAOYSA-N,0.96
TRAPIDIL,CHEMBL132767,CCN(CC)c1cc(C)nc2ncnn12,GSNOZLZNQMLSKJ-UHFFFAOYSA-N,0.96
POSACONAZOLE,CHEMBL1397,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@@H]5CO[C@](Cn6cncn6)(C5)c7ccc(F)cc7F)cc4,RAGOYPUPXAKGKH-XAKZXMRKSA-N,0.96
CAPECITABINE,CHEMBL1773,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O,GAGWJHPBXLXJQN-UORFTKCHSA-N,0.96
CEFEPIME,CHEMBL186,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[N+]3(C)CCCC3)\c4csc(N)n4,HVFLCNVBZFFHBT-ZKDACBOMSA-N,0.96
GATIFLOXACIN,CHEMBL31,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O,XUBOMFCQGDBHNK-UHFFFAOYSA-N,0.96
DOFETILIDE,CHEMBL473,CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2,IXTMWRCNAAVVAI-UHFFFAOYSA-N,0.96
CLOFIBRATE,CHEMBL565,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,KNHUKKLJHYUCFP-UHFFFAOYSA-N,0.96
OXAZEPAM,CHEMBL568,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,ADIMAYPTOBDMTL-UHFFFAOYSA-N,0.96
KETOPROFEN,CHEMBL571,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,DKYWVDODHFEZIM-UHFFFAOYSA-N,0.96
VORICONAZOLE,CHEMBL638,C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,BCEHBSKCWLPMDN-MGPLVRAMSA-N,0.96
MINOXIDIL,CHEMBL802,Nc1cc(nc(N)[n+]1[O-])N2CCCCC2,ZFMITUMMTDLWHR-UHFFFAOYSA-N,0.96
PRAZIQUANTEL,CHEMBL976,O=C(C1CCCCC1)N2CC3N(CCc4ccccc34)C(=O)C2,FSVJFNAIGNNGKK-UHFFFAOYSA-N,0.96
CLOMIPRAMINE,CHEMBL415,CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,GDLIGKIOYRNHDA-UHFFFAOYSA-N,0.95
PROPOXYPHENE,CHEMBL1213351,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,XLMALTXPSGQGBX-GCJKJVERSA-N,0.95
TIAGABINE,CHEMBL1027,Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3sccc3C,PBJUNZJWGZTSKL-MRXNPFEDSA-N,0.95
IDAZOXAN,CHEMBL10316,C1CN=C(N1)C2COc3ccccc3O2,HPMRFMKYPGXPEP-UHFFFAOYSA-N,0.95
FLUCONAZOLE,CHEMBL106,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,RFHAOTPXVQNOHP-UHFFFAOYSA-N,0.95
SITAFLOXACIN,CHEMBL108821,N[C@@H]1CN(CC12CC2)c3c(F)cc4C(=O)C(=CN([C@@H]5C[C@@H]5F)c4c3Cl)C(=O)O,PNUZDKCDAWUEGK-CYZMBNFOSA-N,0.95
DOTHIEPIN,CHEMBL108947,CN(C)CC\C=C/1\c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,0.95
GITOXIN,CHEMBL109317,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H]([C@@H](O)C[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C,LKRDZKPBAOKJBT-CNPIRKNPSA-N,0.95
AMOXAPINE,CHEMBL1113,Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1,QWGDMFLQWFTERH-UHFFFAOYSA-N,0.95
SCOPOLAMINE,CHEMBL1187846,CN1[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4,STECJAGHUSJQJN-ODICJLLRSA-N,0.95
BIFEMELANE,CHEMBL1192517,CNCCCCOc1ccccc1Cc2ccccc2,QSQQPMHPCBLLGX-UHFFFAOYSA-N,0.95
DIETHYLPROPION,CHEMBL1194666,CCN(CC)C(C)C(=O)c1ccccc1,XXEPPPIWZFICOJ-UHFFFAOYSA-N,0.95
PERINDOPRIL ERBUMINE,CHEMBL1200343,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O)C(=O)OCC.CC(C)(C)N,IYNMDWMQHSMDDE-MHXJNQAMSA-N,0.95
FLUDROCORTISONE ACETATE,CHEMBL1201010,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,SYWHXTATXSMDSB-GSLJADNHSA-N,0.95
CINOXACIN,CHEMBL1208,CCN1N=C(C(=O)O)C(=O)c2cc3OCOc3cc12,VDUWPHTZYNWKRN-UHFFFAOYSA-N,0.95
REPAGLINIDE,CHEMBL1272,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3)ccc1C(=O)O,FAEKWTJYAYMJKF-QHCPKHFHSA-N,0.95
CLONIDINE,CHEMBL134,Clc1cccc(Cl)c1NC2=NCCN2,GJSURZIOUXUGAL-UHFFFAOYSA-N,0.95
"(1R,2S)-PHENYLPROPANOLAMINE",CHEMBL136560,C[C@H](N)[C@H](O)c1ccccc1,DLNKOYKMWOXYQA-CBAPKCEASA-N,0.95
SITAGLIPTIN,CHEMBL1422,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F,MFFMDFFZMYYVKS-SECBINFHSA-N,0.95
LEVAMISOLE,CHEMBL1454,C1CN2C[C@@H](N=C2S1)c3ccccc3,HLFSDGLLUJUHTE-SNVBAGLBSA-N,0.95
AMLODIPINE,CHEMBL1491,CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C,HTIQEAQVCYTUBX-UHFFFAOYSA-N,0.95
OMEPRAZOLE,CHEMBL1503,COc1ccc2[nH]c(nc2c1)[S+]([O-])Cc3ncc(C)c(OC)c3C,SUBDBMMJDZJVOS-UHFFFAOYSA-N,0.95
METHIMAZOLE,CHEMBL1515,CN1C=CNC1=S,PMRYVIKBURPHAH-UHFFFAOYSA-N,0.95
LIOTHYRONINE,CHEMBL1544,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,AUYYCJSJGJYCDS-LBPRGKRZSA-N,0.95
PERINDOPRIL,CHEMBL1581,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O)C(=O)OCC,IPVQLZZIHOAWMC-QXKUPLGCSA-N,0.95
PHENPROCOUMON,CHEMBL16694,CCC(C1=C(O)Oc2ccccc2C1=O)c3ccccc3,QNDUUBVQYBBRBW-UHFFFAOYSA-N,0.95
GLYMIDINE,CHEMBL1697838,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,QFWPJPIVLCBXFJ-UHFFFAOYSA-N,0.95
DYPHYLLINE,CHEMBL1752,CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O,KSCFJBIXMNOVSH-UHFFFAOYSA-N,0.95
RUXOLITINIB,CHEMBL1789941,N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,HFNKQEVNSGCOJV-OAHLLOKOSA-N,0.95
NALTREXONE,CHEMBL19019,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O,DQCKKXVULJGBQN-XFWGSAIBSA-N,0.95
DELMOPINOL,CHEMBL2104220,CCCC(CCC)CCCC1COCCN1CCO ,QSFOWAYMMZCQNF-UHFFFAOYSA-N,0.95
CINOLAZEPAM,CHEMBL2104926,OC1N=C(c2ccccc2F)c3cc(Cl)ccc3N(CCC#N)C1=O ,XAXMYHMKTCNRRZ-UHFFFAOYSA-N,0.95
PEFLOXACIN,CHEMBL267648,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3,FHFYDNQZQSQIAI-UHFFFAOYSA-N,0.95
AMOBARBITAL,CHEMBL267894,CCC1(CCC(C)C)C(=O)NC(=NC1=O)O,VIROVYVQCGLCII-UHFFFAOYSA-N,0.95
PHENCYCLIDINE,CHEMBL275528,C1CCN(CC1)C2(CCCCC2)c3ccccc3,JTJMJGYZQZDUJJ-UHFFFAOYSA-N,0.95
DEXPROPRANOLOL,CHEMBL275742,CC(C)NC[C@@H](O)COc1cccc2ccccc12,AQHHHDLHHXJYJD-CQSZACIVSA-N,0.95
CEFPROZIL,CHEMBL276568,C\C=C\C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O,WDLWHQDACQUCJR-ZAMMOSSLSA-N,0.95
CLOMETHIAZOLE,CHEMBL315795,Cc1ncsc1CCCl,PCLITLDOTJTVDJ-UHFFFAOYSA-N,0.95
ENCAINIDE,CHEMBL315838,COc1ccc(cc1)C(=O)Nc2ccccc2CCC3CCCCN3C,PJWPNDMDCLXCOM-UHFFFAOYSA-N,0.95
ACIPIMOX,CHEMBL345714,Cc1cnc(c[n+]1[O-])C(=O)O,DJQOOSBJCLSSEY-UHFFFAOYSA-N,0.95
,CHEMBL3775171,C\C(=C/C=C/C(=C/C(=O)O)/C)\C=C\c1c(C)cc(C)c(C)c1C,DKBBCTUPHDHVRX-AQFIFDHZSA-N,0.95
GLIQUIDONE,CHEMBL383634,COc1ccc2c(c1)C(=O)N(CCc3ccc(cc3)S(=O)(=O)NC(=O)NC4CCCCC4)C(=O)C2(C)C,LLJFMFZYVVLQKT-UHFFFAOYSA-N,0.95
FLUMAZENIL,CHEMBL407,CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,OFBIFZUFASYYRE-UHFFFAOYSA-N,0.95
TROVAFLOXACIN,CHEMBL428,N[C@@H]1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F,WVPSKSLAZQPAKQ-CDMJZVDBSA-N,0.95
PIRMENOL,CHEMBL432103,CC1CCCC(C)N1CCCC(O)(c2ccccc2)c3ccccn3,APUDBKTWDCXQJA-UHFFFAOYSA-N,0.95
SULFAMETHAZINE,CHEMBL446,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,ASWVTGNCAZCNNR-UHFFFAOYSA-N,0.95
SOTALOL,CHEMBL471,CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1,ZBMZVLHSJCTVON-UHFFFAOYSA-N,0.95
TIMOLOL,CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,BLJRIMJGRPQVNF-JTQLQIEISA-N,0.95
CARBIMAZOLE,CHEMBL508102,CCOC(=O)N1C=CN(C)C1=S,CFOYWRHIYXMDOT-UHFFFAOYSA-N,0.95
IBUPROFEN,CHEMBL521,CC(C)Cc1ccc(cc1)C(C)C(=O)O,HEFNNWSXXWATRW-UHFFFAOYSA-N,0.95
ZUCLOPENTHIXOL,CHEMBL53904,OCCN1CCN(CC\C=C/2\c3ccccc3Sc4ccc(Cl)cc24)CC1,WFPIAZLQTJBIFN-DVZOWYKESA-N,0.95
OXPRENOLOL,CHEMBL546,CC(C)NCC(O)COc1ccccc1OCC=C,CEMAWMOMDPGJMB-UHFFFAOYSA-N,0.95
DEXLOXIGLUMIDE,CHEMBL550781,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,QNQZBKQEIFTHFZ-GOSISDBHSA-N,0.95
PENTAZOCINE,CHEMBL560,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC=C(C)C,VOKSWYLNZZRQPF-GDIGMMSISA-N,0.95
FLURBIPROFEN,CHEMBL563,CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2,SYTBZMRGLBWNTM-UHFFFAOYSA-N,0.95
TROPISETRON,CHEMBL56564,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)c3c[nH]c4ccccc34,ZNRGQMMCGHDTEI-ITGUQSILSA-N,0.95
PENTOXIFYLLINE,CHEMBL628,CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,0.95
AMITRIPTYLINE,CHEMBL629,CN(C)CCC=C1c2ccccc2CCc3ccccc13,KRMDCWKBEZIMAB-UHFFFAOYSA-N,0.95
PROPAFENONE,CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,JWHAUXFOSRPERK-UHFFFAOYSA-N,0.95
PREDNISONE,CHEMBL635,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,0.95
PROCAINAMIDE,CHEMBL640,CCN(CC)CCNC(=O)c1ccc(N)cc1,REQCZEXYDRLIBE-UHFFFAOYSA-N,0.95
PROMETHAZINE,CHEMBL643,CC(CN1c2ccccc2Sc3ccccc13)N(C)C,PWWVAXIEGOYWEE-UHFFFAOYSA-N,0.95
BISOPROLOL,CHEMBL645,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,VHYCDWMUTMEGQY-UHFFFAOYSA-N,0.95
GALANTAMINE,CHEMBL659,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,ASUTZQLVASHGKV-JDFRZJQESA-N,0.95
AMANTADINE,CHEMBL660,NC12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-N,0.95
PROTRIPTYLINE,CHEMBL668,CNCCCC1c2ccccc2C=Cc3ccccc13,BWPIARFWQZKAIA-UHFFFAOYSA-N,0.95
VERAPAMIL,CHEMBL6966,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,0.95
BACLOFEN,CHEMBL701,NCC(CC(=O)O)c1ccc(Cl)cc1,KPYSYYIEGFHWSV-UHFFFAOYSA-N,0.95
HEXOBARBITAL,CHEMBL7728,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,UYXAWHWODHRRMR-UHFFFAOYSA-N,0.95
RITODRINE,CHEMBL785,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c2ccc(O)cc2,IOVGROKTTNBUGK-SJCJKPOMSA-N,0.95
CARTEOLOL,CHEMBL839,CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12,LWAFSWPYPHEXKX-UHFFFAOYSA-N,0.95
ZUCLOPENTHIXOL,CHEMBL87385,OCCN1CCN(CC\C=C\2/c3ccccc3Sc4ccc(Cl)cc24)CC1,WFPIAZLQTJBIFN-BLLMUTORSA-N,0.95
FENFLURAMINE,CHEMBL87493,CCNC(C)Cc1cccc(c1)C(F)(F)F,DBGIVFWFUFKIQN-UHFFFAOYSA-N,0.95
TACRINE,CHEMBL95,Nc1c2CCCCc2nc3ccccc13,YLJREFDVOIBQDA-UHFFFAOYSA-N,0.95
TEMAZEPAM,CHEMBL967,CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,SEQDDYPDSLOBDC-UHFFFAOYSA-N,0.95
CHLOROQUINE,CHEMBL76,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,WHTVZRBIWZFKQO-UHFFFAOYSA-N,0.945
DIENOGEST,CHEMBL1201864,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,AZFLJNIPTRTECV-FUMNGEBKSA-N,0.94
CHLORPHENIRAMINE,CHEMBL505,CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2,SOYKEARSMXGVTM-UHFFFAOYSA-N,0.94
NIACIN,CHEMBL573,OC(=O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N,0.94
BUSULFAN,CHEMBL820,CS(=O)(=O)OCCCCOS(=O)(=O)C,COVZYZSDYWQREU-UHFFFAOYSA-N,0.94
PIRAZOLAC,CHEMBL249446,OC(=O)Cc1nn(cc1c2ccc(Cl)cc2)c3ccc(F)cc3,YAMFWQIVVMITPG-UHFFFAOYSA-N,0.935
PINDOLOL,CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,JZQKKSLKJUAGIC-UHFFFAOYSA-N,0.931428571
MIDODRINE,CHEMBL1201212,COc1ccc(OC)c(c1)C(O)CNC(=O)CN,PTKSEFOSCHHMPD-UHFFFAOYSA-N,0.93
ROFECOXIB,CHEMBL122,CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3,RZJQGNCSTQAWON-UHFFFAOYSA-N,0.93
INAMRINONE,CHEMBL12856,NC1=CC(=CNC1=O)c2ccncc2,RNLQIBCLLYYYFJ-UHFFFAOYSA-N,0.93
EPRISTERIDE,CHEMBL138225,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)O,VAPSMQAHNAZRKC-PQWRYPMOSA-N,0.93
CASOPITANT,CHEMBL1672054,C[C@@H](N(C)C(=O)N1CC[C@@H](C[C@@H]1c2ccc(F)cc2C)N3CCN(CC3)C(=O)C)c4cc(cc(c4)C(F)(F)F)C(F)(F)F,XGGTZCKQRWXCHW-WMTVXVAQSA-N,0.93
PRAZOSIN,CHEMBL2,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,IENZQIKPVFGBNW-UHFFFAOYSA-N,0.93
DOMPERIDONE,CHEMBL219916,Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1,FGXWKSZFVQUSTL-UHFFFAOYSA-N,0.93
ALPRENOLOL,CHEMBL266195,CC(C)NCC(O)COc1ccccc1CC=C,PAZJSJFMUHDSTF-UHFFFAOYSA-N,0.93
ESTAZOLAM,CHEMBL285674,Clc1ccc2c(c1)C(=NCc3nncn23)c4ccccc4,CDCHDCWJMGXXRH-UHFFFAOYSA-N,0.93
PIPEMIDIC ACID,CHEMBL30116,CCN1C=C(C(=O)O)C(=O)c2cnc(nc12)N3CCNCC3,JOHZPMXAZQZXHR-UHFFFAOYSA-N,0.93
DRONABINOL,CHEMBL465,CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1,CYQFCXCEBYINGO-IAGOWNOFSA-N,0.93
CODEINE,CHEMBL485,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,OROGSEYTTFOCAN-DNJOTXNNSA-N,0.93
ETHOSUXIMIDE,CHEMBL696,CCC1(C)CC(=O)NC1=O,HAPOVYFOVVWLRS-UHFFFAOYSA-N,0.93
MAZINDOL,CHEMBL781,OC1(N2CCN=C2c3ccccc13)c4ccc(Cl)cc4,ZPXSCAKFGYXMGA-UHFFFAOYSA-N,0.93
EMTRICITABINE,CHEMBL885,NC1=NC(=O)N(C=C1F)[C@@H]2CS[C@H](CO)O2,XQSPYNMVSIKCOC-NTSWFWBYSA-N,0.93
LABETALOL,CHEMBL429,CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N,SGUAFYQXFOLMHL-UHFFFAOYSA-N,0.925
ALPRAZOLAM,CHEMBL661,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,VREFGVBLTWBCJP-UHFFFAOYSA-N,0.92
ZOLMITRIPTAN,CHEMBL1185,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,0.92
VARENICLINE,CHEMBL1396,C1NCC2CC1c3cc4nccnc4cc23,JQSHBVHOMNKWFT-UHFFFAOYSA-N,0.92
ISRADIPINE,CHEMBL1648,COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,0.92
SILDENAFIL,CHEMBL192,CCCc1nn(C)c2C(=O)NC(=Nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4,BNRNXUUZRGQAQC-UHFFFAOYSA-N,0.92
BOCEPREVIR,CHEMBL218394,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC3CCC3)C(=O)C(=O)N)C2(C)C)C(C)(C)C,LHHCSNFAOIFYRV-DOVBMPENSA-N,0.92
LORCASERIN,CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc12,XTTZERNUQAFMOF-QMMMGPOBSA-N,0.92
SUPROFEN,CHEMBL956,CC(C(=O)O)c1ccc(cc1)C(=O)c2cccs2,MDKGKXOCJGEUJW-UHFFFAOYSA-N,0.92
AMOXICILLIN,CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,0.915
PROGESTERONE,CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,RJKFOVLPORLFTN-LEKSSAKUSA-N,0.91
CLORAZEPIC ACID,CHEMBL1213252,OC(=O)C1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,XDDJGVMJFWAHJX-UHFFFAOYSA-N,0.91
DIAZOXIDE,CHEMBL181,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,GDLBFKVLRPITMI-UHFFFAOYSA-N,0.91
DILTIAZEM,CHEMBL23,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C,HSUGRBWQSSZJOP-RTWAWAEBSA-N,0.91
PHENYLETHYLMALONAMIDE,CHEMBL249467,CCC(C(=O)N)(C(=O)N)c1ccccc1,JFZHPFOXAAIUMB-UHFFFAOYSA-N,0.91
SACCHARIN,CHEMBL310671,O=C1NS(=O)(=O)c2ccccc12,CVHZOJJKTDOEJC-UHFFFAOYSA-N,0.91
HYDROCORTISONE,CHEMBL389621,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,JYGXADMDTFJGBT-VWUMJDOOSA-N,0.91
NALOXONE,CHEMBL80,Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,UZHSEJADLWPNLE-GRGSLBFTSA-N,0.91
,CHEMBL3318316,C[C@H]1CCCC[C@@H]1NC(=O)CC[C@@H]2NC(=O)N(CCc3c[nH]c4ccc(F)cc34)C2=O,LHWLWQXHYZIJMZ-DCPHZVHLSA-N,0.9066
MIDAZOLAM,CHEMBL655,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,DDLIGBOFAVUZHB-UHFFFAOYSA-N,0.9
BUPIVACAINE,CHEMBL1098,CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C,LEBVLXFERQHONN-UHFFFAOYSA-N,0.9
PHENYTOIN,CHEMBL16,OC1=NC(=O)C(N1)(c2ccccc2)c3ccccc3,CXOFVDLJLONNDW-UHFFFAOYSA-N,0.9
TELMISARTAN,CHEMBL1017,CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C,RMMXLENWKUUMAY-UHFFFAOYSA-N,0.9
PREGABALIN,CHEMBL1059,CC(C)C[C@H](CN)CC(=O)O,AYXYPKUFHZROOJ-ZETCQYMHSA-N,0.9
BUMETANIDE,CHEMBL1072,CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)O,MAEIEVLCKWDQJH-UHFFFAOYSA-N,0.9
FELBAMATE,CHEMBL1094,NC(=O)OCC(COC(=O)N)c1ccccc1,WKGXYQFOCVYPAC-UHFFFAOYSA-N,0.9
DOXIFLURIDINE,CHEMBL1130,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(F)C(=O)NC2=O,ZWAOHEXOSAUJHY-ZIYNGMLESA-N,0.9
TELITHROMYCIN,CHEMBL1136,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]3N(CCCCn4cnc(c4)c5cccnc5)C(=O)O[C@]13C)OC,LJVAJPDWBABPEJ-PNUFFHFMSA-N,0.9
ALMITRINE,CHEMBL1183717,Fc1ccc(cc1)C(N2CCN(CC2)c3nc(NCC=C)nc(NCC=C)n3)c4ccc(F)cc4,OBDOVFRMEYHSQB-UHFFFAOYSA-N,0.9
ENCLOMIPHENE CITRATE,CHEMBL1200667,CCN(CC)CCOc1ccc(cc1)\C(=C(\Cl)/c2ccccc2)\c3ccccc3.OC(=O)CC(O)(CC(=O)O)C(=O)O,PYTMYKVIJXPNBD-BTKVJIOYSA-N,0.9
HYDROXYPROGESTERONE CAPROATE,CHEMBL1200848,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)C,DOMWKUIIPQCAJU-LJHIYBGHSA-N,0.9
