Name,ID,InChI,SMILES,LogD
,CHEMBL324875,RNCKTWHQXIORDB-UHFFFAOYSA-N,Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)cc1,2.07
,CHEMBL563545,CKZUUPZMLCZYML-ZDUSSCGKSA-N,O\N=C\1/C(=O)N(Cc2ccccc2[N+](=O)[O-])c3ccccc13,2.07
,CHEMBL1631470,MFFMDFFZMYYVKS-SECBINFHSA-N,CCCNC(=O)c1nnc2c(c(F)ccc2c1N)c3ncccn3,2.07
,CHEMBL1369722,GMFBGMFMMAVODH-INIZCTEOSA-N,Oc1ncnc2scc(c3ccccc3)c12,2.07
,CHEMBL2031236,FRFCDEBBPKANHV-UHFFFAOYSA-N,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cscn5)ccc4C,2.06
,CHEMBL57531,RHDOFWFMSRHNFN-MRXNPFEDSA-N,Nc1ncc2cc(c(N)nc2n1)c3c(Br)cccc3Br,2.06
,CHEMBL112747,XUTYAUVYVISBAC-UHFFFAOYSA-N,COc1ccnc(NC2CCN(CC2)C(=O)c3ccccc3)c1,2.06
,CHEMBL215022,IOYHCQBYQJQBSK-UHFFFAOYSA-N,OC[C@H]1CCCN1CCCOc2ccc3c(Nc4cc(CC(=O)Nc5cccc(F)c5F)[nH]n4)ncnc3c2,2.06
,CHEMBL360425,ANTSCNMPPGJYLG-UHFFFAOYSA-N,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN([C@H](Cc3ccccc3)C2)C(=O)C[C@H](N)Cc4ccc(F)c(F)c4)c1,2.06
,CHEMBL2207281,DHMMQCJCZXAHQH-IBGZPJMESA-N,OCCNS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,2.06
,CHEMBL1829424,NLOGXCAMKYLWJP-UHFFFAOYSA-N,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3sccc3C(=O)N2Cc4ccccc4,2.06
,CHEMBL2030436,JKTGELXOMXEKJI-UHFFFAOYSA-N,CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]ccc3c2)N4CCOCC4,2.06
,CHEMBL1779005,ZAEOSRJQGLBEGF-UHFFFAOYSA-N,COc1cc(F)ccc1c2cccc(CNC3CCCC3)n2,2.06
,CHEMBL93,HXJSJCIHKJGWCS-UHFFFAOYSA-N,CC(N(O)C(=O)N)c1cc2ccccc2s1,2.05
,CHEMBL266922,GJJUVRHRHOIJDZ-INIZCTEOSA-N,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@@H]([C@@H](O)[C@H]5O)C(=O)N)c4n1,2.05
,CHEMBL85,NILFFAXTWMCOJH-UHFFFAOYSA-N,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,2.05
,CHEMBL1950857,QULDDKSCVCJTPV-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(C)cc2)C1)C(C)(C)C,2.05
,CHEMBL277863,GHYNKNDPIZBWPJ-UHFFFAOYSA-N,COC(=O)N1CCN([C@H](CN2CCCC2)C1)C(=O)Cc3ccc(Cl)c(Cl)c3,2.05
,CHEMBL169186,VGZSUPCWNCWDAN-UHFFFAOYSA-N,COc1cc2c(Nc3c(Cl)ccc4OCOc34)ncnc2cc1OCCCN5CCCCC5,2.05
,CHEMBL2216830,IBZDYOYWDNLTHN-UHFFFAOYSA-N,CCN(CC)CCCCNc1ncc2CN(C(=O)N(Cc3cccc(NC(=O)C=C)c3)c2n1)c4c(Cl)c(OC)cc(OC)c4Cl,2.04
,CHEMBL384536,DZBKGGPSLAGHOV-UHFFFAOYSA-N,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ncccc34)c2C(=O)N5C[C@H](O)CO5,2.04
,CHEMBL471579,CYIRKLFDCHLBJQ-HXUWFJFHSA-N,CC(C)Nc1nc(nc(N2CCOCC2)c1N)C#N,2.04
,CHEMBL2088099,IUIKXJWXDRVIPG-UHFFFAOYSA-N,COCCCc1cc(Nc2ccnc(NCc3onc(C)c3)n2)n[nH]1,2.04
,CHEMBL150245,UIOINPHYMCOKNA-UHFFFAOYSA-N,Cc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,2.04
,CHEMBL513412,GTJMIQXXZXFGFE-NSHDSACASA-N,COc1ccc(N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)C(=O)c3occc3C)c(OC)c1,2.04
,CHEMBL260091,HGSPSBZNVYVZFM-UHFFFAOYSA-N,C[C@@H](O)[C@H](NC(=O)c1ccc(cc1)C#Cc2ccc(CN3CCOCC3)cc2)C(=O)NO,2.03
,CHEMBL66953,TYLTZPAGUBOPCU-UHFFFAOYSA-N,OC1=CC=Cc2cc(O)c(O)c(O)c2C1=O,2.03
,CHEMBL239640,HNSDLXPSAYFUHK-UHFFFAOYSA-N,CN1C(=O)CC(C)(CCc2cccc(c2)c3ccccc3)N=C1N,2.03
,CHEMBL1770464,LNJBKOCRJULNLN-UHFFFAOYSA-N,C[C@H](Oc1ccc(SCCCCCc2ccccc2)cc1)C(=O)c3nc(C)c(CCCC(=O)O)s3,2.03
,CHEMBL1940307,LADNPCFYVROVIW-UHFFFAOYSA-N,CNS(=O)(=O)c1ccc(Oc2ccc(cc2)C#C[C@]3(O)CN4CCC3CC4)cc1,2.03
,CHEMBL1880028,VPARDDNYEIUZKA-UHFFFAOYSA-N,ONC(=O)Cc1ccc(Oc2ccccc2)cc1,2.03
,CHEMBL267144,MYHHDENZOVCZAX-UHFFFAOYSA-N,CC(C)[C@@H]1N(C)c2ccccc2C[C@@H](CO)NC1=O,2.03
Flufenamic acid,CAS530-78-9,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,2.03
,CHEMBL1502799,JZJCEAUAKYQEBL-UHFFFAOYSA-N,FC(F)c1nc2ccccc2[nH]1,2.02
,CHEMBL10975,DWAWDSVKAUWFHC-UHFFFAOYSA-N,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,2.02
,CHEMBL2153183,KRHCFMCQXRZKHH-UHFFFAOYSA-N,CCCSc1nc(N[C@@H]2CC[C@H](CC2)C(=O)O)ccc1C(=O)NC3CCCCC3,2.02
,CHEMBL462192,YMFGJWGABDOFID-UHFFFAOYSA-N,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N4CCCN(C)CC4)ncc2F,2.02
Diltiazem,CAS42399-41-7,AGHANLSBXUWXTB-UHFFFAOYSA-N,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,2.02
,CHEMBL133501,VNZXNBJMCXDCSK-UHFFFAOYSA-N,Fc1cc(cc(F)c1C2=CCN(CC2)C=O)N3C[C@H](COc4ccon4)OC3=O,2.01
,CHEMBL1233,RURRPCNSHIMRGD-SECBINFHSA-N,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,2.01
,CHEMBL1288164,QHFYTBUNXCPOFD-UHFFFAOYSA-N,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)cc4,2.01
,CHEMBL1327979,HFNKQEVNSGCOJV-OAHLLOKOSA-N,Nc1nc2nc(cc(n2n1)C(F)(F)F)c3cccs3,2.01
,CHEMBL1916085,GWYVKALUKYVOPI-QFIPXVFZSA-N,CN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,2.01
,CHEMBL23588,VREFGVBLTWBCJP-UHFFFAOYSA-N,OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F,2.01
,CHEMBL578675,GXXKFVYNHMJXFV-UHFFFAOYSA-N,COc1cnc(nc1NC(C)C)c2ccccn2,2.01
,CHEMBL2030402,CRCUNMKTEAUDDB-OAQYLSRUSA-N,Clc1ccc2oc3C(=O)NC(=Nc3c2c1)[C@@H]4CCCN4,2.01
,CHEMBL2335879,ZMRUPTIKESYGQW-PFEQFJNWSA-N,CN1CCCC1CCNC(=O)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,2.01
,CHEMBL1950727,QBQUBJUVXAGSSR-XJABCFGWSA-N,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(Cc3ccccc3)C2,2.01
Risperidone,CAS106266-06-2,YYXNJDGFOGUERM-UHFFFAOYSA-N,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,2.01
,CHEMBL1934414,DATNOZAQAIEORG-UHFFFAOYSA-N,C[C@H](NC(=O)c1c(C)nn(C2CCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,2
,CHEMBL2158534,WQCBFZDVUJBJNR-RRHRGVEJSA-N,CC1(CC1)c2nc(ncc2C(=O)N[C@@H]3C4CC5CC3C[C@@](O)(C5)C4)N6CCOCC6,2
,CHEMBL2177167,VPZCRWKFXSQLLK-UHFFFAOYSA-N,CCN(CCN(C)C)S(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3cccnc3,2
,CHEMBL2178393,NZCREMNPFKLVGX-UHFFFAOYSA-N,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,2
,CHEMBL1479463,YNSNYERZCZJZER-UHFFFAOYSA-N,COc1cc(O)cc2OC=C(C(=O)c12)c3ccc(O)cc3,2
,CHEMBL426161,DGGCMRLNBJCGGO-UHFFFAOYSA-N,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,2
,CHEMBL14516,RXPIWEJYJNBHBB-UHFFFAOYSA-N,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)CN3CCOCC3)C(=O)C(F)(F)F,2
,CHEMBL1834385,MMUPKVYIRSGJIV-UHFFFAOYSA-N,Nc1nccc(n1)c2ccccc2,2
,CHEMBL388473,OEZYOXZAUKYBEC-UHFFFAOYSA-N,Oc1cccc(c1)N2C(=O)c3ccc(O)cc3C2=O,2
,CHEMBL2035028,RDOIQAHITMMDAJ-UHFFFAOYSA-N,NC1(CCC1)c2ccc(cc2)c3ncc4ncccc4c3c5ccccc5,2
,CHEMBL2171014,UCHDWCPVSPXUMX-TZIWLTJVSA-N,CN(C)c1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(C)c4Cl,2
,CHEMBL237888,KLFQIGFTUVFWRQ-UHFFFAOYSA-N,CN1C(=O)C=C(CCc2ccccc2)N=C1N,2
,CHEMBL1502,XLQYDTARIGTHOY-UHFFFAOYSA-N,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,2
,CHEMBL2158828,SLLKAKKSWVMFOC-UHFFFAOYSA-N,OC(=O)COc1ccccc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,2
,CHEMBL264026,GIUSAYWKRZPTAQ-QHCPKHFHSA-N,CC[S+]([O-])c1ncccc1C2(O)CCN(CC34CC(c5ccccc35)c6ccccc46)CC2,2
,CHEMBL379350,HWDSXZLYIKESML-UHFFFAOYSA-N,CCN(CC)c1ccc2C=C(C(=O)C)C(=O)Oc2c1,2
,CHEMBL242818,MLBYOWASRACYDH-UHFFFAOYSA-N,Cc1cc(O)ccc1N2C(=O)c3ccc(O)cc3C2=O,2
,CHEMBL101473,DQKTXPJNUGHTLY-UHFFFAOYSA-N,CN(C)CC(O)COc1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1,2
,CHEMBL1957460,PQAPOLUOGYUHFT-UHFFFAOYSA-N,Cc1nccc(c1Cl)c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,2
,CHEMBL301928,KXCOOLQUDZYTGG-UHFFFAOYSA-N,COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)CC4CCCC4)cc23)C(=O)O,2
,CHEMBL1402150,BJILNBJSTFTMIK-MRVPVSSYSA-N,Fc1ccc(cc1F)N2C=CN=C(SCC(=O)NC3CCCC3)C2=O,2
,CHEMBL2035022,OSHSZKRWKLQZBV-UHFFFAOYSA-N,NC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,2
,CHEMBL329785,VFHSYBZRZWHRLI-UHFFFAOYSA-N,Nc1nc2ccccc2s1,2
,CHEMBL1257698,BVRDQVRQVGRNHG-UHFFFAOYSA-N,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CCc4ccccc4)c1,2
,CHEMBL1917423,YVJAOORXDHZETP-CQSZACIVSA-N,Cc1c(Sc2ccc(Cl)cc2)c3cccc(Cl)c3n1CC(=O)O,2
,CHEMBL1778992,WSDBCZFGPGHNDE-UHFFFAOYSA-N,COc1cc(F)ccc1c2cncc(CNC[C@@H]3CCCO3)n2,2
,CHEMBL2331843,IELLGYJMVPHBIT-TZYHBYERSA-N,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N5CC[C@@H](N)C5)c2c1Cl,2
,CHEMBL595122,PPLRBMLMJLUEFX-QMMMGPOBSA-N,CCS(=O)(=O)c1ccc(Oc2cc3nc([nH]c3cc2CN4C(=O)CCC4=O)c5ccccn5)cc1,2
,CHEMBL1079486,ILEJORXRDPNPIM-OAHLLOKOSA-N,CC1CC(NC(=O)C)c2ccccc2N1C(=O)c3ccccc3,2
,CHEMBL388337,PHHOJUGXERSDJH-UHFFFAOYSA-N,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4cc5ccccc5s4)C3=O,2
,CHEMBL300846,BATQCPTUBUKUDO-VWLOTQADSA-N,COc1cc(ccc1Cc2c[nH]c3ccc(NC(=O)CC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5C,2
,CHEMBL2325702,QPINDZVKBGVULS-UHFFFAOYSA-N,Cn1ccc2c(cccc12)c3nc(CS(=O)(=O)C)cc(n3)N4CCOCC4,2
,CHEMBL1289283,WZPILCWIFRRMQR-QMMMGPOBSA-N,O=C1C=C(OCc2ccccc2)C=CN1c3ccc4c(cnn4CCN5CCCC5)c3,2
,CHEMBL2178369,VDVPSIREDHINBU-UHFFFAOYSA-N,Cc1nc(C)c(nc1C(=O)N)c2ccc3c(CC[C@@]34CC[C@H](Cc5nnn[nH]5)CC4)c2,2
,CHEMBL2035033,VJXYIASUBZUHMU-UHFFFAOYSA-N,NC1(CCC1)c2ccc(cc2)c3c(ccn4ccnc34)c5ccccc5,2
,CHEMBL388474,QNMZWFNNJMGJPU-UHFFFAOYSA-N,Oc1ccc(cc1)N2C(=O)c3ccccc3C2=O,2
,CHEMBL2035026,HHFJVXPADRAPAY-UHFFFAOYSA-N,CCn1cnc2cnc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)c12,2
,CHEMBL190354,OAHGUYPGVBVADC-UHFFFAOYSA-N,Brc1ccc(s1)N2C[C@@]3(CN4CCC3CC4)OC2=O,2
,CHEMBL1718354,LMTGCJANOQOGPI-UHFFFAOYSA-N,Cc1cccc(NC(=O)NCC(N2CCOCC2)c3cccnc3)c1,2
,CHEMBL1255781,QBQVOHINGWVRAQ-ZETCQYMHSA-N,O=C(OCCN1CCCCC1)c2c[nH]c3ccccc23,2
,CHEMBL474830,BQSJTQLCZDPROO-UHFFFAOYSA-N,CC(C)CNc1nc(nc(N2CC(O)C2)c1N)C#N,2
,CHEMBL402548,OVXHZNUBLPBIEB-UHFFFAOYSA-N,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,2
,CHEMBL551060,GIZYIOOBBUHOBS-UHFFFAOYSA-N,Cc1nc(C)c(s1)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N,2
,CHEMBL1957377,BDZUZNJQNGZOIM-UHFFFAOYSA-N,Oc1c(C#N)c(nc2ccncc12)c3ccc(cc3)c4ccccc4CN5CCOCC5,2
,CHEMBL1947153,CAEDNKKZJRIJKC-UHFFFAOYSA-N,O[C@@H](CNCCc1cccc(CN2CCC(CC2)c3ccccc3)c1)c4ccc(O)c5NC(=O)Sc45,1.99
,CHEMBL1940296,JLOXTZFYJNCPIS-SQFISAMPSA-N,CNC(=O)c1ccc(Oc2ccc(cc2)C#C[C@]3(O)CN4CCC3CC4)cc1,1.99
,CHEMBL2171991,RUNKYBBMTKOGPK-UHFFFAOYSA-N,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4ccccc4,1.99
,CHEMBL1683033,BXLPQFBBUFOISP-UHFFFAOYSA-N,CCOc1cc2nnc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1N4CCN(C)CC4,1.99
,CHEMBL233227,SPICRFWJLUCKJT-UHFFFAOYSA-N,Cc1cc(on1)c2ccc(cc2F)N3C[C@H](Cn4ccnn4)OC3=O,1.99
,CHEMBL2105728,AFLCJXMOBVSHJB-UHFFFAOYSA-N,CC1(COc2ccc3c(c2)ncn3c4ccc5cccc(N6CCC(N)CC6)c5n4)COC1,1.99
,CHEMBL142653,YQPAFFIGFWEPLF-UHFFFAOYSA-N,Cc1cc2NC(=O)C(=CC(=O)c2cc1C)O,1.99
,CHEMBL264961,DOTNXOZFPLAGNY-GOSISDBHSA-N,CNC(=O)c1ccc(CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N)cc1,1.99
,CHEMBL23,LNLGAIKWRXYMAM-UHFFFAOYSA-N,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C,1.99
,CHEMBL2158829,KDKUVYLMPJIGKA-UHFFFAOYSA-N,OC(=O)COc1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1.99
,CHEMBL2179283,JFTWHNDQPJLOQP-UHFFFAOYSA-N,CCCC(C)(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,1.99
,CHEMBL204476,FBWZAFQEOKNGQL-UHFFFAOYSA-N,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3cccc4ncccc34)c2C(=O)N5CC[C@@H](O)C5,1.98
,CHEMBL2036748,BTJSGQQBWYPIRI-UHFFFAOYSA-N,CN1CCCC(CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,1.98
,CHEMBL1946616,RDCVTCCVZBQMNZ-UHFFFAOYSA-N,CN1CCN(CC1)C(=O)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56,1.98
,CHEMBL1650731,XLGNAHMZWBLDIJ-UHFFFAOYSA-N,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3,1.98
,CHEMBL661,GHDIYQHGVKVLJX-RTBURBONSA-N,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,1.98
,CHEMBL469727,SNUDIPVBUUXCDG-QHSBEEBCSA-N,COCc1ccoc1C(=O)N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)c3ccc(OC)cc3OC,1.98
,CHEMBL320777,WQUSEUSKTYYESC-UHFFFAOYSA-N,Oc1ccc(CCNCCS(=O)(=O)CCCOCCNc2ccccc2)c3sc(O)nc13,1.98
,CHEMBL121889,YRCPIXCRSAKRGM-UHFFFAOYSA-N,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCN(CC3)c4ccc(cn4)C#N)c(F)c2,1.98
,CHEMBL416,FITSFJVQDQVDRK-UHFFFAOYSA-N,COc1c2OC(=O)C=Cc2cc3ccoc13,1.97
,CHEMBL1457701,DFWBUMFMCGXLEW-HZPDHXFCSA-N,OC1=CC(=O)C2=C(O1)c3ccccc3N(Cc4ccccc4)C2=O,1.97
,CHEMBL2179282,JOPQBRQUFRAGQH-UHFFFAOYSA-N,CCC(C)(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3,1.97
,CHEMBL2048866,SPHCZZBTYLIKMU-UHFFFAOYSA-N,N[C@@H]1CCCN(C1)c2c(Cl)cccc2\C=C\3/SC(=O)NC3=O,1.97
,CHEMBL1288102,LOUPRKONTZGTKE-FOEVPDMQSA-N,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)cc4F,1.97
,CHEMBL1548889,KXAAIPFSUGPVMQ-GXDHUFHOSA-N,Nc1ccc(Cl)c(c1)c2oc3cccnc3n2,1.97
,CHEMBL65511,YTEVTHHGQMUPHC-UHFFFAOYSA-N,COC(=O)N1CCN([C@@H](CN2CCCC2)C1)C(=O)Cc3ccc(Cl)c(Cl)c3,1.97
,CHEMBL436381,RAPZEAPATHNIPO-UHFFFAOYSA-N,CN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2,1.97
,CHEMBL1340091,HQFWVSGBVLEQGA-UHFFFAOYSA-N,O=S(=O)(Nc1ccc(cc1)S(=O)(=O)Nc2nccs2)c3ccc4OCCOc4c3,1.97
,CHEMBL1951073,MFELOIQWSKQMLV-KRWDZBQOSA-N,COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)N2C(C)CCc3ccccc23,1.97
,CHEMBL1721722,SCBVWSFCSHHZTA-UHFFFAOYSA-N,Oc1ncnc2onc(c3ccc(F)cc3)c12,1.97
,CHEMBL1934415,XBPCUCUWBYBCDP-UHFFFAOYSA-N,C[C@H](NC(=O)c1c(C)nn(C2CCCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1.97
,CHEMBL153036,JSPJZRZQPACRSQ-UHFFFAOYSA-N,CNCC[C@@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,1.96
,CHEMBL453629,LOURISIOISPYCO-UHFFFAOYSA-N,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2,1.96
,CHEMBL238620,XGGPNQWFYUZWNO-QGZVFWFLSA-N,COc1ccc(cc1)C(=O)CS(=O)(=O)c2ccccc2,1.96
,CHEMBL2331743,RTHCYVBBDHJXIQ-INIZCTEOSA-N,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(C(=O)N)c(Oc4cccc(Cl)c4)c3)C(=O)NC1=O,1.96
,CHEMBL385049,DPMRHTYMAOIWBU-UHFFFAOYSA-N,COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN5CCC[C@@H]5CO,1.96
,CHEMBL592374,KIAAPOUCAAGGMQ-RPLLCQBOSA-N,Clc1ccc(cc1Cl)[C@]23CNC[C@H]2C3,1.96
,CHEMBL570002,FELGMEQIXOGIFQ-UHFFFAOYSA-N,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cnc1C#N)c3ncc(F)cn3,1.96
,CHEMBL2153181,MIAXOMOVNFGVNO-UHFFFAOYSA-N,CCCSc1ncccc1C(=O)N2CCCC2c3ccncc3,1.95
,CHEMBL1233652,XISHQUZWDQCLCK-UHFFFAOYSA-N,OC(=O)CCC[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(F)ccc4[nH]3,1.95
,CHEMBL1560828,KGMKLEHOPKHACL-UHFFFAOYSA-N,CCc1cccc2c(cn(CC(=O)NCCOC)c12)C#N,1.95
,CHEMBL257830,GDIONXWSZRJUGV-UHFFFAOYSA-N,NS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3,1.95
,CHEMBL119489,QQXGIFBGHFEEQJ-UHFFFAOYSA-N,CN(C)c1cccc2c(cccc12)S(=O)(=O)N,1.95
,CHEMBL2321999,FRPUSNBCUUHWOT-UHFFFAOYSA-N,Clc1ccc(cc1Cl)[C@@H]2CNCC=CC2,1.95
,CHEMBL1951072,RXZBMPWDPOLZGW-XMRMVWPWSA-N,COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)N2C(C)Cc3ccccc23,1.95
,CHEMBL218468,DYTQGJLVGDSCLF-UHFFFAOYSA-N,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccc(F)cc34)c2C(=O)N5CC[C@@H](O)C5,1.95
,CHEMBL128134,IGDGSTFCYHKBHS-UHFFFAOYSA-N,CCN1CCN(CC1)C(=O)c2cc3ccccc3[nH]2,1.95
,CHEMBL1975242,WAAZWZXNFNZGJV-NGIYPOHESA-N,O=C(Nc1nc2C(=O)NC=Nc2s1)c3ccccc3,1.94
,CHEMBL550496,JOUFSFRQCQLDRZ-UHFFFAOYSA-N,OC(=O)CNCCNc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,1.94
,CHEMBL205133,OZVUSEVFXCWUBV-CQSZACIVSA-N,Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@H](O)CO)c3,1.94
,CHEMBL2326690,VROBSOYWNQARKV-UHFFFAOYSA-N,C1NCC(CC=C1)c2oc3ccccc3c2,1.94
,CHEMBL2036751,GMHKMTDVRCWUDX-UHFFFAOYSA-N,CCN1CCC[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,1.94
,CHEMBL2030440,YXXLSGQPJORXAM-UHFFFAOYSA-N,CS(=O)(=O)Cc1cc(nc(n1)c2ccccc2)N3CCOCC3,1.94
,CHEMBL81324,IETDBZQIWIJQJG-UHFFFAOYSA-N,Clc1ccc(cc1)C(N2CCNCC2)c3ccccc3,1.94
,CHEMBL1916277,HGMITUYOCPPQLE-UHFFFAOYSA-N,CC1CCCCC1NC(=O)c2c(C)nn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,1.94
,CHEMBL214848,ULTRFFGNTUDFJW-UHFFFAOYSA-N,CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC,1.94
,CHEMBL511444,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3cccc4ccccc34)[C@@H]12)C(C)(C)C,1.94
,CHEMBL2172001,DZXZQRMALFTZJB-UHFFFAOYSA-N,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nnc(C)c5c4,1.93
,CHEMBL129529,BNFXYMBRFDJYCH-UHFFFAOYSA-N,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,1.93
,CHEMBL79537,PBSZPICVYFKXCZ-UHFFFAOYSA-N,COc1cc(ccc1Cn2ccc3ccc(cc23)C(=O)NCC4CCCC4)C(=O)NS(=O)(=O)c5ccccc5,1.93
,CHEMBL1951916,AYWNCKNJOIZDHZ-FFZOFVMBSA-N,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(C)cc(C)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1.93
,CHEMBL1224286,HLZVKJIKNRQXFG-UHFFFAOYSA-N,CNC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,1.93
